63471672;NK;25,52
63471671;NK;37,95
63471670;NK;23,78
63471651;NK;28,86
63471637;NK;25,67
63471601;NK;34,26
63471590;NK;32,01
63471510;NK;26,68
63471239;NK;26,46
63471227;NK;38,07
63471179;NK;27,78
63471178;NK;29,61
63471177;NK;29,46
63471173;NK;28,76
63471170;NK;34,89
63471169;NK;61,49
63471091;NK;38,28
63471088;NK;23,55
63471087;NK;30,75
63452106;NK;42,58
63452099;NK;42,58
63452098;NK;41,88
63452096;NK;40,91
63452095;NK;38,86
63452093;NK;36,47
63451317;NK;35,77
63431788;NK;31,32
63431786;NK;25,17
63411523;NK;29,74
63411522;NK;29,33
63411097;NK;36,18
63411077;NK;31,46
63401719;NK;54,39
63401718;NK;45,68
63392256;NK;43,94
63392255;NK;43,94
63392178;NK;45,40
63392155;NK;42,30
63392080;NK;23,64
63392032;NK;42,86
63392031;NK;44,42
63392017;NK;46,17
63392017;NK;43,14
63391881;NK;19,78
63391877;NK;29,73
63391859;NK;27,89
63391856;NK;23,35
63391806;NK;26,54
63391804;NK;31,17
63391801;NK;29,00
63391659;NK;28,74
63391419;NK;29,46
63391354;NK;42,33
63391353;NK;41,10
63391330;NK;36,24
63391321;NK;34,11
63391250;NK;39,87
63391233;NK;48,36
63391174;NK;32,60
63391118;NK;43,62
63391027;NK;31,78
63391026;NK;27,60
63372370;NK;30,55
63372369;NK;38,49
63372154;NK;33,70
63371739;NK;27,12
63371224;NK;48,09
63371162;NK;31,24
63371110;NK;27,60
63371108;NK;29,73
63362053;NK;39,34
63362052;NK;40,00
63362051;NK;38,47
63362050;NK;42,16
63362049;NK;38,47
63362006;NK;47,52
63362005;NK;44,42
63361864;NK;29,61
63361854;NK;30,60
63361829;NK;26,23
63361810;NK;27,46
63361809;NK;25,94
63361733;NK;25,24
63361699;NK;30,32
63361680;NK;24,80
63361603;NK;19,43
63361337;NK;33,14
63361322;NK;39,03
63361280;NK;30,00
63361258;NK;32,20
63361161;NK;29,73
63361160;NK;37,90
63361159;NK;30,32
63361158;NK;29,19
63361103;NK;27,95
63342177;NK;38,36
63342176;NK;36,99
63342175;NK;43,15
63342148;NK;39,16
63342147;NK;38,69
63335622;NK;53,30
63335621;NK;53,30
63332895;NK;37,99
63332895;NK;14,12
63331730;NK;23,31
63331653;NK;33,79
63331622;NK;49,49
63331621;NK;52,59
63331152;NK;53,44
63331151;NK;53,44
63331150;NK;37,40
63321326;NK;33,56
63302783;NK;41,31
63302732;NK;38,38
63302731;NK;35,53
63302008;NK;43,16
63302007;NK;43,16
63301190;NK;36,38
63301028;NK;27,78
63261740;NK;51,84
63261737;NK;33,46
63261263;NK;40,47
63252016;NK;47,76
63251867;NK;29,15
63251860;NK;45,40
63251746;NK;35,04
63251745;NK;33,32
63251725;NK;45,40
63251655;NK;28,13
63251620;NK;30,16
63251327;NK;43,99
63251310;NK;34,80
63251309;NK;48,09
63251272;NK;41,74
63251270;NK;40,89
63251222;NK;27,18
63251221;NK;36,75
63251149;NK;33,79
63251143;NK;26,10
63251139;NK;38,32
63251123;NK;29,75
63251121;NK;34,03
63251109;NK;35,61
63251093;NK;50,83
63251085;NK;39,90
63251075;NK;40,55
63251067;NK;42,61
63232784;NK;33,57
63232160;NK;38,77
63232024;NK;52,38
63231951;NK;14,65
63231686;NK;25,38
63231359;NK;30,78
63231316;NK;38,91
63231268;NK;28,83
63231230;NK;32,43
63231218;NK;30,17
63231217;NK;33,29
63231166;NK;29,61
63231165;NK;29,19
63231072;NK;22,74
63231068;NK;30,96
63231058;NK;28,22
63231042;NK;34,94
63231039;NK;27,95
63231033;NK;35,67
63222977;NK;44,42
63222976;NK;42,80
63222708;NK;42,04
63222707;NK;35,96
63222520;NK;40,14
63222430;NK;45,36
63222429;NK;45,36
63222088;NK;35,53
63222087;NK;35,78
63222081;NK;34,25
63222021;NK;48,47
63222019;NK;45,50
63221361;NK;39,87
63221308;NK;35,77
63221246;NK;33,02
63221235;NK;34,29
63221167;NK;44,94
63221076;NK;29,05
63192300;NK;40,55
63192086;NK;36,89
63191267;NK;26,85
63191260;NK;37,61
63191212;NK;34,52
63191099;NK;28,74
63152091;NK;34,39
63152034;NK;48,77
63152033;NK;45,60
63151715;NK;25,38
63151146;NK;31,76
63151145;NK;39,20
63151092;NK;35,81
63151086;NK;23,35
63142079;NK;42,90
63142078;NK;43,29
63101709;NK;34,32
63101144;NK;40,31
62993851;NK;63,92
62993850;NK;24,51
62993632;NK;45,90
62993604;NK;39,06
62993131;NK;35,89
62581298;NK;38,35
62581297;NK;34,70
62523084;NK;53,33
62433702;NK;30,89
62393875;NK;39,20
62393855;NK;39,20
62393847;NK;36,38
62393808;NK;69,60
62393807;NK;60,14
62393805;NK;49,73
62393803;NK;39,06
62393696;NK;46,99
62393658;NK;40,96
62393418;NK;44,39
62393225;NK;40,80
62393098;NK;40,28
62393097;NK;37,54
62393092;NK;37,08
62393089;NK;37,08
62393023;NK;43,15
62393017;NK;38,22
62393015;NK;36,66
62373739;NK;38,09
62373738;NK;36,52
62373656;NK;33,15
62363849;NK;55,35
62363602;NK;26,25
62333091;NK;51,75
62333082;NK;49,73
62323748;NK;53,33
62323741;NK;42,72
62323142;NK;47,68
62323135;NK;48,79
62303002;NK;71,38
62253960;NK;40,19
62253853;NK;44,42
62253848;NK;45,26
62253726;NK;41,04
62253724;NK;37,18
62253654;NK;39,75
62253649;NK;36,24
62253533;NK;41,76
62253532;NK;41,88
62253422;NK;40,47
62253421;NK;39,20
62253333;NK;37,95
62253332;NK;39,75
62253157;NK;57,67
62253144;NK;73,71
62253143;NK;53,91
62253129;NK;43,21
62253126;NK;48,29
62253013;NK;50,42
62233865;NK;42,16
62233860;NK;47,62
62233859;NK;55,98
62233858;NK;39,17
62233857;NK;40,64
62233840;NK;55,76
62233720;NK;38,63
62233675;NK;39,20
62233675;NK;42,16
62233635;NK;33,89
62233631;NK;39,75
62233630;NK;35,11
62233628;NK;35,11
62233623;NK;31,78
62233442;NK;41,31
62233420;NK;44,98
62233354;NK;39,73
62233353;NK;40,91
62233337;NK;39,06
62233336;NK;39,06
62233328;NK;39,73
62233327;NK;32,71
62233062;NK;35,76
62233008;NK;26,60
62232873;NK;31,02
62223127;NK;42,47
62193094;NK;38,78
62193059;NK;68,93
62193058;NK;45,45
62123812;NK;59,46
62123811;NK;43,21
61998926;NK;45,35
61998700;NK;31,44
61998694;NK;20,08
61998256;NK;32,71
61488578;NK;34,18
61488513;NK;33,35
61478818;NK;22,65
61478600;NK;21,90
61478594;NK;25,37
61478573;NK;34,18
61478572;NK;34,18
61478542;NK;19,58
61478534;NK;22,35
61478512;NK;28,06
61458929;NK;30,60
61458570;NK;32,71
61458112;NK;37,22
61458110;NK;33,70
61398324;NK;31,03
61378940;NK;46,04
61378924;NK;34,12
61378740;NK;35,62
61378735;NK;32,85
61378704;NK;32,71
61378614;NK;30,60
61368734;NK;21,03
61368671;NK;34,61
61368617;NK;30,74
61368617;NK;34,61
61368612;NK;19,87
61368567;NK;34,61
61368102;NK;23,64
61258936;NK;34,18
61258936;NK;40,47
61258514;NK;46,31
61238872;NK;28,86
61228169;NK;32,99
61228168;NK;32,99
61228135;NK;32,74
61158718;NK;36,54
61158714;NK;30,45
61158616;NK;36,66
61158553;NK;33,22
60992852;NK;35,75
60992633;NK;35,75
60992094;NK;41,17
60992092;NK;46,71
60991728;NK;31,11
60991701;NK;24,60
60991695;NK;20,01
60991565;NK;25,94
60991436;NK;25,48
60991114;NK;28,31
60591298;NK;43,36
60581297;NK;19,04
60522665;NK;41,33
60501215;NK;23,98
60491299;NK;21,43
60491298;NK;30,99
60481597;NK;26,65
60481502;NK;25,03
60472828;NK;29,60
60472713;NK;34,46
60472712;NK;31,47
60472124;NK;33,61
60472011;NK;30,64
60472010;NK;34,46
60471819;NK;21,46
60471817;NK;27,89
60471652;NK;18,45
60471651;NK;20,54
60471601;NK;26,74
60471596;NK;22,84
60471576;NK;24,25
60471535;NK;24,39
60471527;NK;24,53
60471500;NK;24,60
60471462;NK;23,41
60471450;NK;19,02
60471449;NK;18,45
60471029;NK;27,95
60451474;NK;26,99
60451082;NK;28,06
60451080;NK;26,17
60431786;NK;21,61
60431568;NK;20,01
60411522;NK;23,41
60411493;NK;25,10
60402524;NK;36,80
60401526;NK;36,38
60392806;NK;33,18
60391804;NK;29,17
60391801;NK;29,89
60391659;NK;26,60
60391419;NK;28,74
60391176;NK;30,88
60391174;NK;29,74
60391118;NK;41,03
60391071;NK;27,03
60391027;NK;25,80
60391026;NK;23,41
60391025;NK;29,46
60372908;NK;35,09
60372901;NK;51,24
60372897;NK;51,24
60372657;NK;40,33
60372615;NK;32,34
60372345;NK;44,35
60372105;NK;68,21
60371739;NK;28,46
60371605;NK;24,88
60371162;NK;28,46
60362599;NK;29,30
60362521;NK;34,12
60361846;NK;23,02
60361837;NK;22,02
60361829;NK;16,30
60361733;NK;17,73
60361706;NK;21,74
60361603;NK;13,92
60361566;NK;21,15
60361475;NK;22,59
60361458;NK;23,55
60361457;NK;25,24
60333214;NK;60,69
60332609;NK;35,76
60332607;NK;30,46
60332153;NK;34,26
60332108;NK;33,84
60332107;NK;38,04
60331822;NK;24,60
60331606;NK;33,56
60331157;NK;29,84
60331154;NK;27,81
60252749;NK;39,90
60252746;NK;39,76
60252745;NK;39,20
60252425;NK;37,37
60252424;NK;33,84
60252142;NK;33,03
60251868;NK;26,97
60251860;NK;39,33
60251725;NK;36,32
60251655;NK;24,07
60251483;NK;25,60
60251482;NK;23,93
60251480;NK;25,10
60251479;NK;25,24
60251309;NK;24,76
60251249;NK;23,45
60251248;NK;26,93
60251121;NK;29,46
60251067;NK;41,92
60231951;NK;12,08
60231723;NK;24,39
60231721;NK;24,39
60231686;NK;23,29
60231470;NK;28,62
60231466;NK;18,63
60231359;NK;24,25
60231148;NK;26,65
60231072;NK;20,74
60231057;NK;22,74
60231044;NK;25,92
60231043;NK;19,73
60231042;NK;14,51
60231039;NK;18,57
60222708;NK;34,03
60222707;NK;33,50
60222687;NK;30,46
60222648;NK;26,17
60222647;NK;26,85
60222642;NK;27,92
60222638;NK;32,60
60222520;NK;32,06
60222430;NK;34,26
60222429;NK;32,89
60221456;NK;23,41
60221128;NK;27,03
60221119;NK;23,02
60221117;NK;27,92
60192037;NK;34,80
60192036;NK;41,07
60192035;NK;37,93
60191285;NK;34,83
60191008;NK;26,60
60191007;NK;26,23
60182634;NK;40,42
60181214;NK;21,32
60181213;NK;20,31
60152719;NK;38,61
60152717;NK;36,25
60151713;NK;27,46
60121814;NK;25,17
60121813;NK;25,74
60121664;NK;30,00
60121002;NK;22,56
60121001;NK;26,85
60101711;NK;31,17
60101710;NK;29,87
60101538;NK;36,10
51047100;NK;9,59
50345102;NK;10,55
50345101;NK;10,92
50345100;NK;10,92
9099113;NK;6,49
9099112;NK;4,26
9099111;NK;11,87
9099110;NK;11,73
9099109;NK;11,73
9099108;NK;10,76
9099107;NK;9,66
9099106;NK;10,49
9099104;NK;11,73
9099103;NK;7,87
9099102;NK;8,97
9099101;NK;18,35
9099100;NK;8,97
9047108;NK;7,47
9047107;NK;7,47
9047105;NK;8,18
9047104;NK;8,20
9047103;NK;8,18
9047102;NK;8,29
9047101;NK;10,44
9047100;NK;11,58
9045166;NK;4,51
9045165;NK;18,33
9045164;NK;16,22
9045163;NK;19,88
9045162;NK;17,77
9045161;NK;21,43
9045160;NK;19,32
9045159;NK;23,97
9045158;NK;23,97
9045157;NK;24,68
9045156;NK;24,68
9045155;NK;8,46
9045154;NK;20,87
9045153;NK;21,29
9045149;NK;16,39
9045148;NK;16,39
9045147;NK;22,59
9045146;NK;22,59
9045145;NK;13,16
9045144;NK;13,16
9045143;NK;11,02
9045142;NK;13,30
9045141;NK;16,82
9045140;NK;16,82
9045139;NK;10,87
9045138;NK;10,87
9045137;NK;5,72
9045136;NK;16,16
9045135;NK;16,16
9045134;NK;29,75
9045133;NK;29,89
9045132;NK;24,45
9045131;NK;24,45
9045130;NK;16,92
9045129;NK;16,92
9045128;NK;9,72
9045127;NK;9,72
9045126;NK;12,47
9045125;NK;12,47
9045122;NK;23,56
9045121;NK;23,56
9045115;NK;16,53
9045114;NK;16,53
9045113;NK;3,59
9045112;NK;20,96
9045111;NK;20,96
9045110;NK;13,49
9045109;NK;11,75
9045108;NK;15,09
9045104;NK;49,55
9045103;NK;13,14
9045102;NK;11,31
9039126;NK;11,14
9039125;NK;11,14
9039121;NK;12,41
9039120;NK;12,41
9039119;NK;12,41
9039118;NK;12,41
9039116;NK;9,31
9039115;NK;9,31
9039114;NK;10,01
9039113;NK;10,01
9039112;NK;11,00
9039111;NK;11,00
9039110;NK;10,30
9039109;NK;9,28
9039108;NK;7,40
9039107;NK;8,99
9039106;NK;6,67
9039105;NK;6,34
9039104;NK;6,04
9039103;NK;6,80
9039102;NK;6,80
9039101;NK;5,89
9039100;NK;5,66
9036137;NK;8,06
9036136;NK;8,06
9036135;NK;4,21
9036134;NK;24,36
9036133;NK;26,03
9036130;NK;8,72
9036129;NK;8,72
9036128;NK;13,30
9036127;NK;13,11
9036126;NK;13,11
9036125;NK;17,73
9036124;NK;17,45
9036123;NK;21,16
9036122;NK;21,45
9036121;NK;23,64
9036120;NK;23,64
9036119;NK;21,59
9036118;NK;20,59
9036117;NK;7,40
9036116;NK;7,55
9036115;NK;3,78
9036114;NK;3,62
9036113;NK;6,03
9036111;NK;7,76
9036110;NK;10,30
9036109;NK;2,42
9036108;NK;6,09
9036107;NK;5,66
9036106;NK;2,57
9036105;NK;21,03
9036104;NK;17,98
9036103;NK;1,02
9036102;NK;21,90
9036101;NK;17,45
9036100;NK;17,93
9025165;NK;13,82
9025164;NK;6,06
9025163;NK;6,06
9025162;NK;14,66
9025161;NK;13,96
9025160;NK;13,82
9025159;NK;13,82
9025158;NK;14,38
9025157;NK;14,38
9025156;NK;25,24
9025155;NK;24,11
9025154;NK;10,01
9025153;NK;4,37
9025152;NK;4,23
9025147;NK;7,05
9025144;NK;20,73
9025143;NK;20,73
9025142;NK;18,61
9025141;NK;21,74
9025140;NK;24,31
9025139;NK;24,31
9025138;NK;3,78
9025137;NK;21,74
9025136;NK;21,74
9025135;NK;24,02
9025134;NK;4,15
9025133;NK;10,44
9025132;NK;11,46
9025131;NK;10,44
9025130;NK;11,46
9025129;NK;10,44
9025128;NK;11,46
9025127;NK;10,44
9025126;NK;11,46
9025125;NK;10,01
9025124;NK;11,44
9025123;NK;15,79
9025122;NK;17,40
9025121;NK;16,39
9025120;NK;17,40
9025119;NK;16,39
9025117;NK;2,18
9025116;NK;18,73
9025115;NK;5,37
9025114;NK;8,80
9025113;NK;8,80
9025112;NK;25,52
9025111;NK;26,97
9025110;NK;4,21
9025109;NK;4,56
9025108;NK;11,33
9025107;NK;23,31
9025106;NK;15,40
9025105;NK;16,92
9025104;NK;16,78
9025103;NK;8,12
9025102;NK;17,76
9025101;NK;3,10
9025100;NK;3,17
9023152;NK;15,23
9023151;NK;15,23
9023150;NK;11,42
9023147;NK;12,83
9023146;NK;12,83
9023145;NK;12,27
9023144;NK;14,95
9023143;NK;13,54
9023142;NK;11,00
9023141;NK;11,00
9023140;NK;11,00
9023139;NK;11,00
9023138;NK;11,02
9023137;NK;11,02
9023136;NK;11,87
9023135;NK;9,01
9023134;NK;9,01
9023133;NK;9,87
9023132;NK;9,15
9023131;NK;9,44
9023130;NK;9,44
9023129;NK;9,44
9023128;NK;9,57
9023127;NK;9,57
9023126;NK;9,57
9023125;NK;9,57
9023124;NK;12,62
9023123;NK;12,62
9023122;NK;12,87
9023121;NK;7,11
9023120;NK;9,82
9023119;NK;8,91
9023118;NK;12,08
9023117;NK;6,95
9023116;NK;5,66
9023115;NK;9,14
9023114;NK;7,25
9023113;NK;7,87
9023112;NK;11,01
9023111;NK;12,83
9023110;NK;21,17
9023109;NK;17,28
9023108;NK;15,00
9023107;NK;9,21
9023105;NK;10,60
9023104;NK;8,31
9023103;NK;12,44
9023102;NK;7,83
9023101;NK;9,87
9023100;NK;8,15
9022117;NK;15,93
9022116;NK;15,93
9022115;NK;21,43
9022114;NK;16,36
9022113;NK;10,58
9022112;NK;15,09
9022111;NK;12,83
9022110;NK;4,79
9022107;NK;8,04
9022106;NK;26,09
9022105;NK;25,24
9022104;NK;19,88
9022103;NK;19,88
9022102;NK;20,69
9022101;NK;20,23
9022100;NK;19,63
8999034;NK;10,01
8999033;NK;17,34
8999032;NK;15,87
8999031;NK;8,80
8999030;NK;17,81
8999029;NK;13,25
8999028;NK;19,40
8999027;NK;41,45
8999026;NK;17,45
8999025;NK;9,58
8999024;NK;31,87
8999023;NK;10,01
8999022;NK;14,73
8999021;NK;9,87
8999020;NK;8,85
8999019;NK;10,58
8999018;NK;12,60
8999017;NK;11,56
8999015;NK;4,83
8999014;NK;6,49
8999013;NK;12,41
8999012;NK;12,60
8999011;NK;14,38
8999009;NK;6,58
8999008;NK;11,00
8999007;NK;14,95
8999006;NK;8,48
8999004;NK;10,86
8999003;NK;8,27
8999002;NK;9,87
8999001;NK;4,00
8952006;NK;8,24
8952005;NK;13,29
8952004;NK;12,60
8952003;NK;10,01
8952002;NK;14,72
8952001;NK;11,58
8951006;NK;9,73
8951005;NK;11,15
8951004;NK;10,58
8951003;NK;15,30
8951002;NK;15,93
8951001;NK;7,81
8950002;NK;14,01
8948003;NK;14,66
8948002;NK;18,50
8948001;NK;11,92
8947011;NK;12,33
8947010;NK;14,01
8947009;NK;14,10
8947008;NK;17,13
8947006;NK;9,87
8947005;NK;8,63
8947004;NK;4,43
8947003;NK;10,58
8947002;NK;11,01
8947001;NK;10,01
8945024;NK;12,30
8945023;NK;12,74
8945022;NK;12,27
8945021;NK;14,04
8945020;NK;10,69
8945019;NK;8,29
8945018;NK;17,77
8945017;NK;16,99
8945016;NK;10,15
8945015;NK;8,70
8945014;NK;8,87
8945013;NK;14,25
8945012;NK;13,40
8945011;NK;13,40
8945010;NK;9,44
8945009;NK;8,12
8945008;NK;8,87
8945007;NK;8,70
8945006;NK;8,99
8945005;NK;10,73
8945004;NK;14,52
8945003;NK;15,21
8945002;NK;15,37
8945001;NK;14,10
8944005;NK;13,82
8944004;NK;11,00
8944003;NK;12,56
8944002;NK;9,01
8944001;NK;12,88
8941001;NK;28,62
8940004;NK;14,58
8940003;NK;10,43
8940002;NK;14,39
8940001;NK;12,06
8939009;NK;13,05
8939008;NK;13,34
8939007;NK;5,94
8939006;NK;12,55
8939005;NK;12,31
8939004;NK;14,95
8939003;NK;11,42
8939002;NK;12,55
8939001;NK;11,73
8937009;NK;12,76
8937008;NK;14,73
8937007;NK;13,96
8937006;NK;11,93
8937005;NK;15,66
8937004;NK;13,05
8937003;NK;10,73
8937002;NK;18,91
8937001;NK;6,71
8936014;NK;14,94
8936011;NK;18,47
8936010;NK;15,21
8936008;NK;14,30
8936007;NK;13,29
8936006;NK;15,87
8936005;NK;15,09
8936004;NK;13,84
8936003;NK;15,48
8936002;NK;8,18
8936001;NK;12,88
8935001;NK;11,28
8934005;NK;17,59
8934004;NK;12,58
8934002;NK;7,90
8934001;NK;12,44
8933027;NK;12,62
8933006;NK;12,97
8933005;NK;10,27
8933004;NK;15,37
8933003;NK;14,10
8933002;NK;19,31
8933001;NK;18,36
8932016;NK;14,59
8932015;NK;10,58
8932014;NK;10,43
8932013;NK;7,83
8932012;NK;10,30
8932011;NK;12,69
8932010;NK;7,44
8932009;NK;10,01
8932008;NK;11,73
8932005;NK;13,25
8932004;NK;5,29
8932003;NK;8,15
8932002;NK;12,58
8932001;NK;11,30
8930014;NK;14,81
8930013;NK;10,44
8930012;NK;10,15
8930011;NK;16,59
8930010;NK;15,44
8930009;NK;13,82
8930008;NK;17,81
8930007;NK;16,07
8930005;NK;10,15
8930004;NK;14,10
8930003;NK;10,15
8930002;NK;15,79
8930001;NK;6,63
8926016;NK;14,10
8926015;NK;12,02
8926014;NK;19,18
8926012;NK;10,01
8926011;NK;12,87
8926010;NK;12,19
8926009;NK;10,01
8926008;NK;13,82
8926006;NK;8,15
8926005;NK;12,33
8926003;NK;11,84
8926002;NK;13,54
8926001;NK;14,30
8925006;NK;11,89
8925005;NK;4,52
8925004;NK;16,91
8925003;NK;17,69
8925002;NK;13,92
8925001;NK;11,56
8923024;NK;14,35
8923023;NK;14,50
8923006;NK;14,34
8923005;NK;20,16
8923004;NK;3,48
8923003;NK;8,56
8923002;NK;4,09
8922027;NK;15,21
8922026;NK;13,84
8922025;NK;18,33
8922024;NK;10,01
8922023;NK;12,44
8922022;NK;18,73
8922021;NK;13,40
